,fund_symbol,quote_type,region,fund_short_name,fund_long_name,currency,fund_category,fund_family,exchange_code,exchange_name,exchange_timezone,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,category_return_5years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,category_return_2015,category_return_2014,category_return_2013,category_return_2012,category_return_2011,category_return_2010,category_return_2009,category_return_2008,category_return_2007,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
1053,JAGG,ETF,US,American Century Short Duration,American Century Short Duration Inflation Protection Bond Fund Y Class,USD,Intermediate-Term Bond,American Century Investments,PCX,NYSEArca,America/New_York,195935,392530.0,1114855296.0,54.145,54.297,2.966,0.0531,55.86,-1.45,-0.02596,52.894,1.516,0.02866,0.0144,2018-12-12,0.3856,,,0.0007,0.0023,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""United States Treasury Notes 0.25%"": 0.1863, ""United States Treasury Notes 0.62%"": 0.0629, ""United States Treasury Notes 0.5%"": 0.051, ""United States Treasury Notes 0.12%"": 0.0456, ""Canada (Government of) 4.25%"": 0.0365",0.1612,2021-06-30,-0.0172,0.0585,0.0091,0.0006,0.0172,0.0082,-0.0095,0.0518,0.0864,0.0378,0.0286,2.0,0.0,0.07255,0.08218,-0.07582,0.15879,0.00411,0.05678,-0.01855,0.05871,0.06207,0.07431,0.08281,0.04235,0.06573,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1054,JANZ,ETF,US,Appleseed Fund Institutional Cl,Appleseed Fund Institutional Share,USD,,Appleseed Fund,BTS,BATS,America/New_York,279,70.0,3515894.0,29.294,28.086,5.187,0.17206,30.147,-0.8895,-0.02951,24.96,4.2975,0.17218,0.0156,2020-12-31,0.3856,Blend,Large,0.0079,0.0046,0.1244,0.8734,0.0227,0.1114,0.12,0.0632,0.0286,0.1423,0.1309,0.0886,0.0257,0.2422,0.0245,4.42,17.56,26.45,2.96,"PHYS. TO (""Sprott Physical Gold Trust""): 0.0672, HRTX (""Heron Therapeutics Inc""): 0.062, CF (""CF Industries Holdings Inc""): 0.0452, COHR (""Coherent Inc""): 0.0422, SKM. KS (""SK Telecom Co Ltd ADR""): 0.0401, BOL. PA (""Bollore SA""): 0.0396, SFM (""Sprouts Farmers Market Inc""): 0.0377, ""Spirit Airlines 4.75%"": 0.0374, HLF (""Herbalife Nutrition Ltd""): 0.0337, AER (""AerCap Holdings NV""): 0.0327",1.0205,2021-06-30,0.0981,0.075,0.0169,-0.001,0.0618,0.032,0.353,0.0905,0.0864,0.0496,0.0926,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1055,JCPB,ETF,US,Appleseed Fund,Appleseed Fund Investor Share,USD,,Appleseed Fund,BTS,BATS,America/New_York,28245,36080.0,169105824.0,54.425,54.494,2.95,0.05219,56.52,-1.8868,-0.03338,53.57,1.0632,0.01985,0.0178,2019-01-28,0.3856,Value,Small,0.004,0.0046,0.9979,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,13.24,22.04,1.13,"PHYS. TO (""Sprott Physical Gold Trust""): 0.0672, HRTX (""Heron Therapeutics Inc""): 0.062, CF (""CF Industries Holdings Inc""): 0.0452, COHR (""Coherent Inc""): 0.0422, SKM. KS (""SK Telecom Co Ltd ADR""): 0.0401, BOL. PA (""Bollore SA""): 0.0396, SFM (""Sprouts Farmers Market Inc""): 0.0377, ""Spirit Airlines 4.75%"": 0.0374, HLF (""Herbalife Nutrition Ltd""): 0.0337, AER (""AerCap Holdings NV""): 0.0327",0.1183,2021-06-30,-0.0103,0.075,0.0097,-0.001,0.021,0.032,0.0224,0.0905,0.0864,0.0496,0.0926,1.0,0.0,0.09211,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1056,JCTR,ETF,US,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Class R,USD,,AllianceBernstein,PCX,NYSEArca,America/New_York,1188,2180.0,25283690.0,61.461,58.031,15.55,0.24135,64.43,-2.8037,-0.04352,48.88,12.7463,0.26077,0.0156,2020-12-09,0.3856,Blend,Large,0.0015,0.0046,0.9983,0.0,0.0256,0.0927,0.1257,0.0658,0.0253,0.1517,0.1312,0.0799,0.0331,0.246,0.0231,4.42,17.51,27.53,3.06,"MYMXX (""AB Government Money Market AB""): 0.0745, MSFT (""Microsoft Corp""): 0.0209, VLUE (""iShares MSCI USA Value Factor ETF""): 0.0155, FB (""Facebook Inc A""): 0.0126, AMZN (""Amazon.com Inc""): 0.0116, ""United States Treasury Notes 2.12%"": 0.0107, IQV (""IQVIA Holdings Inc""): 0.0094, MA (""Mastercard Inc A""): 0.009, SCHW (""Charles Schwab Corp""): 0.0089, ""China (People's Republic Of) 3.12%"": 0.0078",0.2661,2021-04-30,0.1194,0.075,0.0509,-0.001,0.1244,0.032,0.353,0.0905,0.0864,0.0496,0.0926,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1057,JDIV,ETF,US,AAM/Phocas Real Estate Fund - C,AAM/Phocas Real Estate Fund Class A Shares,USD,Mid-Cap Value,AAM,PCX,NYSEArca,America/New_York,10885,6600.0,35709952.0,32.75,32.279,7.3,0.21591,33.81,-1.28,-0.03786,26.51,6.02,0.22708,0.0317,2017-11-08,0.3856,Value,Medium,0.0012,0.0043,0.9987,0.0,0.0771,0.0549,0.0624,0.1588,0.0553,0.0595,0.1045,0.0666,0.1052,0.0875,0.1681,2.47,10.77,19.09,1.43,"AMT (""American Tower Corp""): 0.0751, EQIX (""Equinix Inc""): 0.06, PLD (""Prologis Inc""): 0.0567, EXR (""Extra Space Storage Inc""): 0.0485, IRT (""Independence Realty Trust Inc""): 0.0473, REXR (""Rexford Industrial Realty Inc""): 0.0473, SUI (""Sun Communities Inc""): 0.0412, STOR (""STORE Capital Corp""): 0.0395, SPG (""Simon Property Group Inc""): 0.0383, INVH (""Invitation Homes Inc""): 0.036",0.0639,2021-06-30,0.2124,0.1278,-0.0107,0.0005,0.0514,0.0411,0.5139,0.1553,0.1242,0.1034,0.1724,2.0,1.0,0.01864,0.23831,-0.06332,0.15879,-0.05772,0.13198,0.3659,0.16574,0.00838,0.23436,0.41481,-0.39308,-0.06914,-6.42,1.11,1.2,85.17,22.22,0.59,10.22
1058,JDST,ETF,US,AAM/Phocas Real Estate Fund Cla,AAM/Phocas Real Estate Fund Class I Shares,USD,Trading--Inverse Equity,AAM,PCX,NYSEArca,America/New_York,2874906,2827650.0,76343264.0,11.26,10.859,7.56,0.50199,15.06,-2.9,-0.19256,7.5,4.66,0.62133,0.0156,2013-10-03,0.3856,,,0.0105,0.0092,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"AMT (""American Tower Corp""): 0.0751, EQIX (""Equinix Inc""): 0.06, PLD (""Prologis Inc""): 0.0567, EXR (""Extra Space Storage Inc""): 0.0485, IRT (""Independence Realty Trust Inc""): 0.0473, REXR (""Rexford Industrial Realty Inc""): 0.0473, SUI (""Sun Communities Inc""): 0.0412, STOR (""STORE Capital Corp""): 0.0395, SPG (""Simon Property Group Inc""): 0.0383, INVH (""Invitation Homes Inc""): 0.036",1.0855,2021-06-30,0.0646,0.075,0.3308,-0.001,-0.1554,0.032,-0.3887,0.0905,-0.796,0.0496,0.0926,0.0,7.0,-0.9593,-0.8032,-0.01453,-0.63854,-0.00632,-0.19406,-0.36906,-0.32173,-0.13295,-0.38793,-0.56517,0.38633,-0.07676,-91.83,-0.01,-7.57,78.01,92.54,-1.0,6776.8
1059,JEMA,ETF,US,Fiera Capital Small/Mid-Cap Gro,Fiera Capital Small/Mid-Cap Growth Fund Institutional Class,USD,Diversified Emerging Mkts,Fiera Capital,BTS,BATS,America/New_York,11761,8710.0,102027960.0,47.981,48.971,5.98,0.11522,51.9,-5.3891,-0.10384,45.92,0.5909,0.01287,0.0156,2021-03-10,0.3856,Blend,Large,0.0033,0.0056,0.9979,0.0,0.0582,0.1056,0.1557,0.0827,0.044,0.1989,0.042,0.0479,0.0174,0.2381,0.0094,2.66,12.33,19.02,1.65,"ETSY (""Etsy Inc""): 0.0285, BHC. TO (""Bausch Health Companies Inc""): 0.028, ENTG (""Entegris Inc""): 0.0244, CFG (""Citizens Financial Group Inc""): 0.024, SYF (""Synchrony Financial""): 0.0238, ARWR (""Arrowhead Pharmaceuticals Inc""): 0.022, FTNT (""Fortinet Inc""): 0.0209, MHK (""Mohawk Industries Inc""): 0.0204, BERY (""Berry Global Group Inc""): 0.0194, PVH (""PVH Corp""): 0.0191",0.3216,2021-06-30,0.0981,0.1483,0.0072,0.0101,0.0497,0.0704,0.353,0.1554,0.0864,-0.0218,0.0165,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.16233,-0.03814,-0.03099,0.17248,-0.19495,0.21082,0.70114,-0.492,0.40484,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1060,JEPI,ETF,US,Pinnacle Sherman Multi-Strategy,Pinnacle Sherman Multi-Strategy Core Fund Class A,USD,,Pinnacle,PCX,NYSEArca,America/New_York,909312,1023870.0,1542572544.0,61.16,60.068,8.809,0.14034,62.769,-2.119,-0.03376,53.96,6.69,0.12398,0.0757,2020-05-20,0.13,Blend,Large,0.0035,0.0046,0.9979,0.0,0.0371,0.0951,0.0565,0.1608,0.0081,0.1456,0.1364,0.1427,0.032,0.1042,0.0815,4.73,16.47,27.69,2.89,"IJT (""iShares S&P Small-Cap 600 Growth ETF""): 0.1025, IJS (""iShares S&P Small-Cap 600 Value ETF""): 0.1022, IJJ (""iShares S&P Mid-Cap 400 Value ETF""): 0.1016, IWM (""iShares Russell 2000 ETF""): 0.0682, IJH (""iShares Core S&P Mid-Cap ETF""): 0.0679, IVZ (""Invesco Ltd""): 0.0381, LB (""L Brands Inc""): 0.0379, FCX (""Freeport-McMoRan Inc""): 0.0366, TPR (""Tapestry Inc""): 0.0356, SIVB (""SVB Financial Group""): 0.0355",0.2294,2021-05-31,0.0998,0.075,0.0175,-0.001,0.1101,0.032,0.2721,0.0905,0.0864,0.0496,0.0926,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1061,JETS,ETF,US,Fiera Capital Small/Mid-Cap Gro,Fiera Capital Small/Mid-Cap Growth Fund Investor Class,USD,Miscellaneous Sector,Fiera Capital,PCX,NYSEArca,America/New_York,7977085,12903840.0,3616804864.0,23.104,24.535,9.63,0.3323,28.98,-8.86,-0.30573,19.35,0.77,0.03979,0.0156,2015-04-30,0.88,Value,Medium,0.006,0.0067,0.9951,0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.9158,0.0,0.0102,0.0,2.78,13.24,22.04,2.8,"ETSY (""Etsy Inc""): 0.0285, BHC. TO (""Bausch Health Companies Inc""): 0.028, ENTG (""Entegris Inc""): 0.0244, CFG (""Citizens Financial Group Inc""): 0.024, SYF (""Synchrony Financial""): 0.0238, ARWR (""Arrowhead Pharmaceuticals Inc""): 0.022, FTNT (""Fortinet Inc""): 0.0209, MHK (""Mohawk Industries Inc""): 0.0204, BERY (""Berry Global Group Inc""): 0.0194, PVH (""PVH Corp""): 0.0191",0.5666,2021-06-30,0.0804,0.075,-0.0994,-0.001,-0.1014,0.032,0.4529,0.0905,-0.0517,0.0496,0.0926,3.0,2.0,-0.2899,0.14101,-0.13761,0.18399,-0.00632,-0.02795,0.39785,0.25423,-0.02663,0.02128,0.31262,-0.33986,0.01815,-23.3,1.82,0.29,64.17,40.9,0.06,-3.52
1062,JGLD,ETF,US,Cavanal Hill Limited Duration F,Cavanal Hill Limited Duration Fund Investor Class,USD,Equity Precious Metals,Cavanal Hill funds,PCX,NYSEArca,America/New_York,2220,1190.0,2465944.0,23.271,24.455,9.889,0.32811,30.139,-8.4656,-0.28089,20.25,1.4234,0.07029,0.0156,2020-11-30,0.3856,Blend,Small,0.0049,0.0057,0.9981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.93,10.69,1.4,"APSXX (""Cavanal Hill Government Secs MMkt Sel""): 0.1125, ""United States Treasury Notes 1.5%"": 0.0495, ""Federal Home Loan Banks 1.9%"": 0.0378, ""Federal Home Loan Banks 2.32%"": 0.0373, ""Federal National Mortgage Association 5.5%"": 0.0367, ""Federal Home Loan Banks 2%"": 0.0326, ""HollyFrontier Corporation 2.62%"": 0.0309, ""Altria Group, Inc. 4.4%"": 0.0292, ""Federal National Mortgage Association 0%"": 0.0248, ""Oneok Inc. 2.75%"": 0.024",0.2508,2021-06-30,-0.1177,0.882,-0.1193,-0.0594,0.0425,-0.1496,0.353,0.685,0.0864,-0.0259,-0.167,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.32934,-0.14654,-0.49989,-0.1191,-0.30138,0.4473,0.37277,-0.10272,0.22342,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1063,JHCB,ETF,US,Pinnacle TrendRating Innovative,Pinnacle TrendRating Innovative Equity Fund Class A,USD,,Pinnacle,PCX,NYSEArca,America/New_York,238,360.0,20284924.0,25.555,25.674,1.109,0.04228,26.23,-0.575,-0.02192,25.121,0.534,0.02126,0.0156,2021-03-30,0.3856,Growth,Medium,0.0029,0.0046,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"NXPI (""NXP Semiconductors NV""): 0.0519, AVGO (""Broadcom Inc""): 0.0479, SCCO (""Southern Copper Corp""): 0.0452, GM (""General Motors Co""): 0.0449, ATVI (""Activision Blizzard Inc""): 0.044, AMZN (""Amazon.com Inc""): 0.0436, DELL (""Dell Technologies Inc Class C""): 0.0436, TMUS (""T-Mobile US Inc""): 0.0417, PH (""Parker Hannifin Corp""): 0.0413, APTV (""Aptiv PLC""): 0.0407",0.2221,2021-05-31,0.0981,0.075,0.0056,-0.001,0.0484,0.032,0.353,0.0905,0.0864,0.0496,0.0926,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1064,JHCS,ETF,US,AllianzGI Preferred Securities ,Virtus AllianzGI Preferred Securities and Income Fund Class P,USD,Communications,Virtus,PCX,NYSEArca,America/New_York,982,1540.0,31738204.0,37.414,38.248,7.758,0.18789,41.29,-7.0424,-0.17056,33.532,0.7156,0.02134,0.0076,2019-03-12,0.2,Blend,Large,0.004,0.0035,0.9981,0.0,0.0,0.9611,0.0026,0.0,0.0,0.0,0.0,0.0232,0.0,0.0131,0.0,3.34,11.07,25.27,2.8,"""MetLife Inc. 10.75%"": 0.0675, ""Lloyds Banking Group plc 7.5%"": 0.0485, ""Wells Fargo & Company 5.01%"": 0.0476, ""Deutsche Bank AG New York Branch 6%"": 0.0464, RFPE (""Regions Financial Corp 4.45% PRF PERPETUAL USD 25 - Ser E 1/40th Int""): 0.0463, ""Energy Transfer LP 7.12%"": 0.0452, ""Lincoln National Corporation 2.51%"": 0.0438, ""JPMorgan Chase & Co. 3.33%"": 0.0424, FHNPE (""First Horizon Corp 6.50% PRF PERPETUAL USD 25""): 0.0412, ATHPA (""Athene Holding Ltd FXDFR PRF PERPETUAL USD 25 - Ser A 1/1000 Int Dep""): 0.0401",0.487,2021-06-30,0.1159,0.1054,0.0182,0.0096,0.0597,0.0086,0.452,0.1728,0.0864,0.0651,0.1211,1.0,0.0,0.25384,0.20515,-0.07582,0.15879,0.00831,0.01165,0.32387,0.11917,-0.02977,0.20086,0.29109,-0.39551,0.0958,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1065,JHEM,ETF,US,Ultra Short Tax-Free Income Fun,Cavanal Hill Ultra Short Tax-Free Income Fund Investor,USD,Diversified Emerging Mkts,Cavanal Hill funds,PCX,NYSEArca,America/New_York,16290,25800.0,741810816.0,29.865,30.62,4.25,0.13061,32.54,-3.52,-0.10817,28.29,0.73,0.0258,0.0174,2018-09-27,0.25,Blend,Large,0.0049,0.0056,0.9979,0.0,0.103,0.1075,0.1346,0.0654,0.0599,0.2124,0.038,0.0416,0.0209,0.1921,0.0246,1.85,9.5,15.32,1.14,"""AUSTIN TEX HOTEL OCCUPANCY TAX REV 0.05%"": 0.043, ""COLORADO SPRINGS COLO UTILS REV 0.02%"": 0.0426, ""LOUISIANA PUB FACS AUTH REV 0.02%"": 0.0413, ""ALASKA ST INTL ARPTS REVS 0.03%"": 0.0412, ""BEECH GROVE IND CENT SCHS BLDG CORP 2%"": 0.0397, ""CHANNAHON ILL REV 0.02%"": 0.0396, ""MINNEAPOLIS MINN REV 0.04%"": 0.0396, ""OREGON ST 0.03%"": 0.0396, ""PALM BEACH CNTY FLA REV 0.03%"": 0.0396, ""RHODE ISLAND ST HEALTH & EDL BLDG CORP 0.02%"": 0.0396",0.2013,2021-06-30,0.0934,0.1483,0.0028,0.0101,0.0431,0.0704,0.4205,0.1554,0.0864,-0.0218,0.0165,2.0,0.0,0.12388,0.17271,-0.07582,0.15879,-0.16233,-0.03814,-0.03099,0.17248,-0.19495,0.21082,0.70114,-0.492,0.40484,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
1066,JHMA,ETF,US,Cavanal Hill World Energy Fund ,Cavanal Hill World Energy Fund Investor,USD,,Cavanal Hill funds,PCX,NYSEArca,America/New_York,1114,590.0,32555416.0,47.112,46.602,13.068,0.25126,52.01,-5.243,-0.10081,38.942,7.825,0.20094,0.0124,2016-03-28,0.16,Value,Medium,0.004,0.0046,0.9982,0.0,0.761,0.0,0.2012,0.0,0.0,0.0,0.0,0.0378,0.0,0.0,0.0,3.26,12.91,26.33,2.0,"APSXX (""Cavanal Hill Government Secs MMkt Sel""): 0.0629, BP. L (""BP PLC ADR""): 0.0473, MRO (""Marathon Oil Corp""): 0.0393, PXD (""Pioneer Natural Resources Co""): 0.0388, MPC (""Marathon Petroleum Corp""): 0.0379, COP (""ConocoPhillips""): 0.0375, VLO (""Valero Energy Corp""): 0.0373, SLB (""Schlumberger Ltd""): 0.0368, TTE. PA (""Total SE ADR""): 0.0357, FANG (""Diamondback Energy Inc""): 0.0337",0.4291,2021-05-31,0.2346,0.075,0.0518,-0.001,0.1893,0.032,0.6668,0.0905,0.141,0.0496,0.0926,3.0,1.0,0.15966,0.25486,-0.19189,0.26453,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-1.17,1.19,1.33,86.46,23.01,0.64,10.9
1067,JHMC,ETF,US,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Class I,USD,Consumer Cyclical,AllianceBernstein,PCX,NYSEArca,America/New_York,3212,2410.0,39920628.0,55.434,52.556,14.41,0.24586,58.61,-4.06,-0.06927,44.2,10.35,0.23416,0.0038,2015-09-28,0.17,Growth,Large,0.004,0.0045,0.9979,0.0,0.0,0.0096,0.8524,0.0822,0.0,0.0,0.0,0.0287,0.0,0.027,0.0,6.61,13.87,26.0,2.0,"MYMXX (""AB Government Money Market AB""): 0.0745, MSFT (""Microsoft Corp""): 0.0209, VLUE (""iShares MSCI USA Value Factor ETF""): 0.0155, FB (""Facebook Inc A""): 0.0126, AMZN (""Amazon.com Inc""): 0.0116, ""United States Treasury Notes 2.12%"": 0.0107, IQV (""IQVIA Holdings Inc""): 0.0094, MA (""Mastercard Inc A""): 0.009, SCHW (""Charles Schwab Corp""): 0.0089, ""China (People's Republic Of) 3.12%"": 0.0078",0.329,2021-06-30,0.1488,-0.0065,0.0239,-0.0232,0.0522,-0.0349,0.5753,-0.0367,0.1915,0.0331,0.1271,4.0,1.0,0.28762,0.28668,-0.06339,0.186,0.00646,0.05748,0.39301,0.22049,0.00709,0.29909,0.4642,-0.39004,-0.10166,0.9,1.34,1.74,92.05,25.03,0.78,13.52
1068,JHMD,ETF,US,The AB Portfolios - AB Conserva,AB Conservative Wealth Strategy Class K,USD,Foreign Large Blend,AllianceBernstein,PCX,NYSEArca,America/New_York,11448,12130.0,476312384.0,33.99,33.85,9.354,0.23532,39.75,-6.872,-0.17288,30.396,2.482,0.08166,0.0274,2016-12-15,0.08,Blend,Large,0.0039,0.0037,0.9979,0.0,0.1004,0.0698,0.1241,0.092,0.0327,0.1517,0.1154,0.1592,0.0306,0.0767,0.0474,1.67,9.29,19.41,1.32,"MYMXX (""AB Government Money Market AB""): 0.0745, MSFT (""Microsoft Corp""): 0.0209, VLUE (""iShares MSCI USA Value Factor ETF""): 0.0155, FB (""Facebook Inc A""): 0.0126, AMZN (""Amazon.com Inc""): 0.0116, ""United States Treasury Notes 2.12%"": 0.0107, IQV (""IQVIA Holdings Inc""): 0.0094, MA (""Mastercard Inc A""): 0.009, SCHW (""Charles Schwab Corp""): 0.0089, ""China (People's Republic Of) 3.12%"": 0.0078",0.0948,2021-06-30,0.1029,0.0411,-0.0092,0.0128,0.0571,0.0562,0.3369,0.0819,0.0775,0.0078,0.0715,3.0,1.0,0.06619,0.20262,-0.13923,0.25151,-0.02563,-0.03501,0.1848,0.16793,-0.13909,0.10547,0.38882,-0.44749,0.29141,-1.7,1.0,0.73,96.64,17.87,0.42,6.28
1069,JHME,ETF,US,MID CAP CORE EQUITY FUND - INVE,Cavanal Hill Mid Cap Diverse Leadership Fund Investor Shares,USD,,Cavanal Hill funds,PCX,NYSEArca,America/New_York,3729,3310.0,22507364.0,22.9,20.484,10.05,0.41239,24.37,-2.32,-0.0952,14.32,7.73,0.5398,0.0241,2016-03-28,0.37,Value,Medium,0.004,0.0046,0.9995,0.0,0.0,0.0,0.0,0.0,0.9969,0.0,0.0,0.0,0.0,0.0,0.0031,1.94,9.79,22.04,1.61,"AGNC (""AGNC Investment Corp""): 0.0249, HLT (""Hilton Worldwide Holdings Inc""): 0.0219, ADS (""Alliance Data Systems Corp""): 0.0217, CDW (""CDW Corp""): 0.0183, CTAS (""Cintas Corp""): 0.0177, UNM (""Unum Group""): 0.0166, APSXX (""Cavanal Hill Government Secs MMkt Sel""): 0.0164, VEEV (""Veeva Systems Inc Class A""): 0.0164, VRSN (""VeriSign Inc""): 0.0163, ODFL (""Old Dominion Freight Line Inc Ordinary Shares""): 0.0161",0.5469,2021-05-31,0.4066,0.075,0.0758,-0.001,0.1087,0.032,0.4903,0.0905,-0.1092,0.0496,0.0926,1.0,3.0,-0.36348,0.09841,-0.21019,-0.00531,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-31.45,2.26,0.01,74.43,47.31,-0.02,-5.38
1070,JHMF,ETF,US,Columbia Disciplined Core Fund ,Columbia Disciplined Core Fund Class A,USD,Financial,Columbia Threadneedle,PCX,NYSEArca,America/New_York,5279,26230.0,37700160.0,53.43,50.819,15.618,0.2809,55.6,-4.6232,-0.08315,39.982,10.9948,0.27499,0.0142,2015-09-28,0.11,Value,Large,0.004,0.0038,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.9415,0.0,0.0226,0.0,0.0358,0.0,1.9,13.24,15.19,2.41,"AAPL (""Apple Inc""): 0.056, GOOGL (""Alphabet Inc A""): 0.0538, MSFT (""Microsoft Corp""): 0.0514, FB (""Facebook Inc A""): 0.0384, AMZN (""Amazon.com Inc""): 0.0264, CSCO (""Cisco Systems Inc""): 0.0224, PFE (""Pfizer Inc""): 0.022, C (""Citigroup Inc""): 0.0208, BMY (""Bristol-Myers Squibb Company""): 0.0203, DE (""Deere & Co""): 0.0202",0.2807,2021-06-30,0.2185,0.0392,-0.0232,-0.015,0.0763,0.0719,0.5528,0.0772,0.1366,0.065,0.157,4.0,1.0,0.02814,0.34136,-0.13157,0.21137,-0.00158,0.07426,0.36976,0.24353,-0.15649,0.14606,0.14085,-0.46041,-0.10039,-2.97,1.29,1.36,86.38,24.9,0.6,9.93
1071,JHMH,ETF,US,LKCM Aquinas Catholic Equity Fu,LKCM Aquinas Catholic Equity Fund,USD,Health,LKCM,PCX,NYSEArca,America/New_York,5275,2120.0,48881768.0,49.139,47.727,10.2,0.19767,51.6,-3.5254,-0.06832,41.4,6.6746,0.16122,0.0169,2015-09-28,0.11,Blend,Large,0.004,0.0049,0.9979,0.0,0.0059,0.0,0.0047,0.0,0.0,0.0,0.9895,0.0,0.0,0.0,0.0,4.65,15.38,25.6,1.56,"GOOGL (""Alphabet Inc A""): 0.0515, AAPL (""Apple Inc""): 0.0381, ABT (""Abbott Laboratories""): 0.0374, ZTS (""Zoetis Inc Class A""): 0.0365, TRMB (""Trimble Inc""): 0.0347, ORCL (""Oracle Corp""): 0.0344, TFC (""Truist Financial Corp""): 0.0337, MSFT (""Microsoft Corp""): 0.0336, AMZN (""Amazon.com Inc""): 0.0331, ZION (""Zions Bancorp NA""): 0.0319",0.3096,2021-06-30,0.1123,-0.038,0.0283,0.0241,0.0808,0.068,0.2976,0.0493,0.1667,0.1267,0.2022,4.0,1.0,0.1915,0.21304,0.02504,0.21355,0.083,0.26094,0.44879,0.2106,0.07507,0.14135,0.2568,-0.24887,0.09566,4.86,0.78,1.42,69.0,16.77,0.94,20.06
